qstr_Artillery|Artilharia
qstr_Tumetu_iin_{playerna|Tumetu-iin {playername} Noyan
qstr_You_hold_the_title_of_G|Você recebeu o título de Greifi.
qstr_Greifi_can_be_transl|Greifi pode ser traduzido como Conde, um título relativamente nobre médio. Mas não no Reino Nórdico. É considerado alto, oferecendo muitas possibilidades.
qstr_Greifi|Greifi
qstr_Greifi_{playername}|Greifi {playername}
qstr_You_hold_the_title_of_Mar|Você recebeu o título de Margra{ve/vina}.
qstr_You_are_thrusted_well|Você está indo bem, {meu senhor/minha senhora}! Você está no comando de uma Marca Territorial agora. Uma província nas fronteiras do Reino. Devido a isso, um Margrave é confiável para defender e fortalecer o reino contra vizinhos potencialmente hostis e, portanto, é mais importante e classificado que um Conde. Você e sua família estão orgulhosos agora.
qstr_Margrave|Margrave
qstr_Margrave_{playername|Margra{ve/vina} {playername}
qstr_You_hold_the_title_of_Hi|Você recebeu o título de Alto Qadi.
qstr_Chief_Justice._You_a|Chefe de Justiça. Você possui muito poder, {meu senhor/minha senhora}. Você está controlando o Qadi do Império. Que Allah esteja com você.
qstr_High_Qadi|Alto Qadi
qstr_High_Qadi_{playernam|Alto Qadi {playername}
qstr_Required_Prestige_next_class:_6|Prestígio necessário para a proxima classe: 6000.
qstr_You_hold_the_title_of_Du|Você recebeu o título de {Duque/Duquesa}.
qstr_The_King_has_granted|O rei lhe concedeu um importante e alto título! 'Sua Graça' é agora como as pessoas irão lhe cumprimentar. Você é {o/a} superio{r/ra} dos Condes e só o rei pode dar ordens a você. Os ducados tendem a ser muito, muito grandes!
qstr_Duke|Duque
qstr_Duke_{playername}|{Duque/Duquesa} {playername}
qstr_You_hold_the_title_of_K|Você recebeu o título de Cnez{o/a}.
qstr_Knyaz_lords_are_rule|Os senhores de Cnezos são governantes de grandes províncias. Você é {o/a} superio{r/ra} dos nobres inferiores e só o rei pode ordenar você.
qstr_Knyaz|Cnezo
qstr_Knyaz_{playername}|Cnez{o/a} {playername}
qstr_You_hold_the_title_of_Be|Você recebeu o título de Bey.
qstr_You_are_the_ruler_of|Você é {o/a} governante de um Beylik, uma região liderada por um Bey. Uma grande honra, {meu senhor/minha senhora}!
qstr_Bey|Bey
qstr_Bey_{playername}|Bey {playername}
qstr_You_hold_the_title_of_He|Você recebeu o título de Hertug.
qstr_The_King_has_granted_|O rei lhe concedeu um alto e importante título! 'Sua Graça' é agora como as pessoas irão lhe cumprimentar. Você é {o/a} superio{r/ra} de todos os Jarls e somente o Rei pode dar ordens a você. Os hertugados tendem a ser muito, muito grandes!
qstr_Hertug|Hertug
qstr_Hertug_{playername}|Hertug {playername}
qstr_You_hold_the_title_of_Duc|Você recebeu o título de Du{que/quesa}.
qstr_The_King_has_granted_y|O rei lhe concedeu um alto e importante título! 'Sua Graça' é agora como as pessoas irão lhe cumprimentar. Você é {o/a} superio{r/ra} dos Condes e somente o rei pode dar ordens a você. Os ducados tendem a ser muito, muito grandes!
qstr_Duca|{Duque/Duquesa}
qstr_Duca_{playername}|{Duque/Duquesa} {playername}
qstr_You_hold_the_title_of_Mu|Você recebeu o título de Mushir.
qstr_You_are_the_General_|Você é {o/a} general do exército, {meu senhor supremo/minha senhora suprema}. Um título muito prestigioso.
qstr_Mushir|Mushir
qstr_Mushir_{playername}|Mushir {playername}
qstr_Required_Prestige_next_class:_8|Prestígio necessário para a proxima classe: 8000.
qstr_You_hold_the_title_of_Gr|Você recebeu o título de Grande Duqu{e/esa}.
qstr_You_are_clearly_in_H|Você está claramente na graça de Sua Majestade. Ele deve estar orgulhoso de você. Há apenas um Grande Ducado no país e {o/a} responsável por isso é uma pessoa muito importante.
qstr_Grand_Duke|{Grão/Grã}-{Duque/Duquesa}
qstr_Grand_Duke_{playerna|{Grão/Grã}-{Duque/Duquesa} {playername}
qstr_You_hold_the_title_of_U|Você recebeu o título de Udelniy Cnez{o/a}.
qstr_Only_a_few_people_ha|Apenas algumas pessoas alcançaram essa posição. Você está claramente na graça de Sua Majestade. Ele deve estar orgulhoso de você. Udelniy Cnez{o/a} é título mais alto e melhor que Cnez{o/a}.
qstr_Udelniy_Knyaz|Udelniy Cnez{o/a}
qstr_Udelniy_Knyaz_{playe|Udelniy Cnez{o/a} {playername}
qstr_You_hold_the_title_of_Ch|Você recebeu o título de Cherbi.
qstr_You_are_the_surpreme|Você é {o/a} líder suprem{o/a} da Guarda Imperial da realeza Khergita. Você está no comando da proteção do Khan.
qstr_Cherbi|Cherbi
qstr_Cherbi_{playername}|Cherbi {playername}
qstr_You_hold_the_title_of_Er|Você recebeu o título de Erkihertogi.
qstr_Even_high_nobles_are|Mesmo os altos nobres agora temem sua posição. Há apenas um Erkihertogi em todo o Reino, dado aos melhores.
qstr_Erkihertogi|Erkihertogi
qstr_Erkihertogi_{playern|Erkihertogi {playername}
qstr_You_hold_the_title_of_Gra|Você recebeu o título de Gr{ão/ã}-Duqu{e/esa}.
qstr_Grand_Duca|Gr{ão/ã}-Duqu{e/esa}
qstr_Grand_Duca_{playerna|Gr{ão/ã}-{Duque/Duquesa} {playername}
qstr_You_hold_the_title_of_Gran|Você recebeu o título de Grande Mushir.
qstr_You_are_clearly_in_Hi|Você está claramente na graça de Sua Majestade. Ele deve estar orgulhoso de você. Há apenas um Grande Mushir no país e esta é uma pessoa muito importante.
qstr_Grand_Mushir|Grande Mushir
qstr_Grand_Mushir_{player|Grande Mushir {playername}
qstr_Required_Prestige_next_class:_1|Prestígio necessário para a proxima classe: 11000.
qstr_You_hold_the_title_of_A|Você recebeu o título de Arquiduqu{e/sa}.
qstr_Your_Dukedom_has_bee|Seu Ducado foi atualizado para o Arquiducado. Até o rei deve temer seu enorme e ilimitado poder, "Sua Alteza Ducal".
qstr_Archduke|Arquiduqu{e/sa}
qstr_Archduke_{playername|{Arquiduque/Arquiduquesa} {playername}
qstr_You_hold_the_title_of_Ve|Você recebeu o título de Velikiy Cnez{o/a}.
qstr_You_are_now_a_Great_|Você é agora u{m/ma} Grande Cnez{o/a}, mesmo a Sua Grandeza o Czar deve temer seu enorme e ilimitado poder.
qstr_Velikiy_Knyaz|Velikiy Cnez{o/a}
qstr_Velikiy_Knyaz_{playe|Velikiy Cnez{o/a} {playername}
qstr_You_hold_the_title_of_Mi|Você recebeu o título de Mirza.
qstr_You_are_a_Khergit_Pr|Você é {um Príncipe/uma Princesa} Khergita agora! Até mesmo o Grande Khan deve ter medo de seu enorme poder ilimitado.
qstr_Mirza|Mirza
qstr_Mirza_{playername}|Mirza {playername}
qstr_You_hold_the_title_of_Pr|Você recebeu o título de Príncipe.
qstr_You_are_a_Nordic_Pri|Você é u{m/ma} {Príncipe/Princesa} Nórdic{o/a} agora! Até o Grande Rei deve temer seu enorme e ilimitado poder.
qstr_Prins|{Príncipe/Princesa}
qstr_Prins_{playername}|{Príncipe/Princesa} {playername}
qstr_You_hold_the_title_of_Pri|Você recebeu o título de {Príncipe/Princesa}.
qstr_You_are_a_Rhodok_Pri|Você é {um Príncipe/uma Princesa} Rhodok agora! Até mesmo nosso Grande Rei deve temer seu enorme poder ilimitado.
qstr_Principe|{Príncipe/Princesa}
qstr_Principe_{playername|{Príncipe/Princesa} {playername}
qstr_You_hold_the_title_of_Am|Você recebeu o título de Amir.
qstr_You_are_a_Sarranid_P|Você é {um Príncipe/uma Princesa} Sarranide agora! Até o Grande Sultão deve temer seu enorme poder ilimitado.
qstr_Amir|Amir
qstr_Amir_{playername}|Amir {playername}
qstr_You_have_reached_the|Você alcançou a mais alta posição nobre.
qstr_Royalty|da Realeza
qstr_Monarchs_of_Calradia|Monarcas de Calradia
qstr_You_hold_the_title_of_{|Você recebeu o título de {s38}.
qstr_You_are_a_Monarch_no|Você é u{m/ma} monarca agora! Você não se curva mais para ninguém, em vez disso, todas as pessoas no reino se curvarão diante de você.
qstr_{s38}|{s38}
qstr_{s38}_{playername}|{s38} {playername}
qstr_You_have_reached_the_|Você alcançou a posição mais alta possível, apenas o Imperador de Calradia é maior, um título não usado por um longo tempo.
qstr_King|{Rei/Rainha}
qstr_Kingdom|Reino
qstr_Tsar|{Czar/Czarina}
qstr_Tsardom|Czarado
qstr_Khan|Khan
qstr_Khanate|Khanato
qstr_Sultan|{Sultão/Sultana}
qstr_Sultanate|Sultanato
qstr_Grandmaster|{Grão-Mestre/Grã-Mestra}
qstr_Order|Ordem
qstr_Horde|Horda
qstr_Freeman_{s2}|{Homem/Mulher} Livre
qstr_Peasant_{s2}|{Camponês/Caponesa}
qstr_Labourer_{s2}|Trabalhado{r/ra}
qstr_Journeyman_{s2}|T. Especializad{o/a}
qstr_Craftsman_{s2}|{Artesão/Artesã}
qstr_Citizen_{s2}|Cidad{ão/ã}
qstr_Bourgeois_{s2}|{Burguês/Burguesa}
qstr_Gentryman_{s2}|{Sor/Lady}
qstr_Aristocrat_{s2}|Aristocrata
qstr_Patrician_{s2}|Patríci{o/a}
qstr_Baron_{s2}|Bar{ão/onesa}
qstr_Votchinnik_{s2}|Votchinnik
qstr_Arban_u_{s2}_Darga|Arban-u Darga
qstr_Drottinn_{s2}|Drottinn
qstr_Barone_{s2}|Bar{ão/onesa}
qstr_Sheik_{s2}|Shei{k/kha}
qstr_Viscount_{s2}|Viscond{e/essa}
qstr_Putniy_Boyar_{s2}|Putniy Boiard{o/a}
qstr_Jagutu_iin_{s2}_Darg|Jagutu-iin Darga
qstr_Jarl_{s2}|Jarl
qstr_Visconte_{s2}|Viscond{e/essa}
qstr_Naquib_{s2}|Naquib
qstr_Earl_{s2}|Cond{e/essa}
qstr_Boyar_{s2}|Boiard{o/a}
qstr_Minggan_u_{s2}_Noyan|Minggan-u Noyan
qstr_High_Jarl_{s2}|Alto Jarl
qstr_Conte_{s2}|Cond{e/essa}
qstr_Qadi_{s2}|Qadi
qstr_Marquess_{s2}|Marqu{ês/esa}
qstr_Sluzhiliy_Knyaz_{s2}|Sluzhiliy Cnez{o/a}
qstr_Tumetu_iin_{s2}_Noya|Tumetu-iin Noyan
qstr_Greifi_{s2}|Greifi
qstr_Margrave_{s2}|Margra{ve/vina}
qstr_High_Qadi_{s2}|Alto Qadi
qstr_Duke_{s2}|Duqu{e/esa}
qstr_Knyaz_{s2}|Cnez{o/a}
qstr_Bey_{s2}|Bey
qstr_Hertug_{s2}|Hertug
qstr_Duca_{s2}|Duqu{e/esa}
qstr_Mushir_{s2}|Mushir
qstr_Grand_Duke_{s2}|Gr{ão/ã}-Duqu{e/esa}
qstr_Udelniy_Knyaz_{s2}|Udelniy Cnez{o/a}
qstr_Cherbi_{s2}|Cherbi
qstr_Erkihertogi_{s2}|Erkihertogi
qstr_Grand_Duca_{s2}|Gr{ão/ã}-Duqu{e/esa}
qstr_Grand_Mushir_{s2}|Grande Mushir
qstr_Archduke_{s2}|Arquiduqu{e/esa}
qstr_Velikiy_Knyaz_{s2}|Velikiy Cnez{o/a}
qstr_Mirza_{s2}|Mirza
qstr_Prins_{s2}|{Príncipe/Princesa}
qstr_Principe_{s2}|{Príncipe/Princesa}
qstr_Amir_{s2}|Amir
qstr_Desert_Barracks|Quartel do Deserto
qstr_Small_School|Pequena Escola
qstr_Stone_Walls|Muralhas de Pedra
qstr_Towers|Torres
qstr_Equestrian_Statue|Estátua Equestre
qstr_Every_village_needs_|Toda aldeia precisa de um lugar para praticar religião. Aumente grandemente seu prestígio com esta magnífica mesquita e faça seu povo feliz. (Prestígio: +100)
qstr_Barracks_allow_you_t|Os Quartéis permitem que você treine agricultores em soldados qualificados. (Prestígio: +50)
qstr_Building_a_school_in|Construir uma escola aumenta em 1 a sua reputação com a aldeia todos os meses. (Prestígio: +90)
qstr_A_messenger_post_sen|Um Posto de Mensagens envia uma mensagem para você quando há inimigos por perto. (Prestígio: +10)
qstr_Allows_you_to__Stay_|Permite que você 'fique por algum tempo' e descanse, diminuindo o salário de suas tropas pela metade. (Prestígio: +75)
qstr_Walls_greatly_increa|Muralhas aumentam muito o tempo necessário para invadir sua aldeia. Aumenta em 50%! (Prestígio: +90)
qstr_Towers_are_handy_whe|As torres são úteis na defesa, mas também aumentam o seu prestígio. (Prestígio: +75)
qstr_If_you_want_to_have_|Se você quer ter uma vila de prestígio, você deve escolher esta opção. (Prestígio: +90)
qstr_Orthodox_Church|Igreja Ortodoxa
qstr_Eastern_Barracks|Quartel Oriental
qstr_Wooden_Walls|Muralhas de Madeira
qstr_Lords_Statue|Estátua do Senhor
qstr_Every_village_needs_a|Toda aldeia precisa de um lugar para praticar religião. Aumente grandemente seu prestígio com esta grande igreja ortodoxa e faça seu povo feliz. (Prestígio: +100)
qstr_Catholic_Church|Igreja Católica
qstr_Stone_Castle|Castelo de Pedra
qstr_Villa|Villa
qstr_Every_village_needs_a_|Toda aldeia precisa de um lugar para praticar religião. Aumente grandemente seu prestígio com esta igreja e faça seu povo feliz. (Prestígio: +100)
qstr_A_castle_allows_you_|Um castelo permite que você treine agricultores em soldados qualificados. (Prestígio: +50)
qstr_Town_Watch|Observatório da cidade
qstr_The_Town_Watch_allow|O Observatório da cidade permite que você treine agricultores em soldados qualificados. (Prestígio: +50)
qstr_Shack__rented_|Cabana (alugada)
qstr_Shack__bought_|Cabana (comprada)
qstr_Shack__rented_out_|Cabana (comprada & alugada)
qstr_Appartment_Room__ren|Apartamento (alugado)
qstr_Appartment_Room__bou|Apartamento (comprado)
qstr_Appartment_Room__rent|Apartamento (comprado & alugado)
qstr_Laborer_House__rente|Casa (alugada)
qstr_Laborer_House__bough|Casa (comprada)
qstr_Laborer_House__rented|Casa (comprada & alugada)
qstr_Patrician_Mansion__r|Mansão (alugada)
qstr_Patrician_Mansion__b|Mansão (comprada)
qstr_Patrician_Mansion__re|Mansão (comprada & alugada)
qstr_Noble_Great_House__r|Grande Casa Nobre (alugada)
qstr_Noble_Great_House__b|Grande Casa Nobre (comprada)
qstr_Noble_Great_House__re|Grande Casa Nobre (comprada & alugada)
qstr_Town_Palace__rented_|Palácio (alugado)
qstr_Town_Palace__bought_|Palácio (comprado)
qstr_Town_Palace__rented_o|Palácio (comprado & alugado)
qstr_0|0
qstr_I|I
qstr_II|II
qstr_III|III
qstr_IV|IV
qstr_V|V
qstr_VI|VI
qstr_VII__final_stage_|VII (estágio final)
qstr_Relationship_with_al|Relacionamento com todos os senhores do reino deteriorou-se em -5.
qstr_Surplus:_{reg0}|Excesso: {reg0}
qstr_Expense:_{reg1}|Despesa: {reg1}
qstr_{s33}_{s34}|{s33} {s34}
qstr_10x_{s0}__{reg1}_day|10x {s0} ({reg1} dias), Preço: {reg0}
qstr_You_lost_{reg1}_expe|Você perdeu {reg1} pontos de experiência.
qstr_You_spent_{reg1}_exp|Você gastou {reg1} pontos de experiência.
qstr_Rats_caused_damage_t|Ratos causaram danos ao estoque.
qstr_Large_effiency_loss_|Grande perda de eficiência esta semana.
qstr_Small_fire_caused_da|Pequeno incêndio causou danos.
qstr_Thieves_stole_tools_|Ladrões roubaram ferramentas e bens de estoque.
qstr_Undereducated_worker|Trabalhadores mal educados causaram custos.
qstr_Much_materials_seem_|Muitos materiais parecem ser desperdiçados.
qstr_Leak_in_roof!_Water_|Vazamento no telhado! Água danificou interior.
qstr_Needed_to_pay_more_f|Precisava pagar mais pelo desenvolvimento esta semana.
qstr_Sales_tax_has_been_i|O imposto sobre vendas foi aumentado pelo conselho da cidade.
qstr_You_had_to_replace_w|Você teve que substituir ferramentas desgastadas.
qstr_You_received_some_gi|Você recebeu alguns presentes de compradores fregueses.
qstr_Your_enterprise_was_|Sua empresa foi muito eficiente esta semana!
qstr_Less_failures_seem_t|Menos falhas parecem melhorar os rendimentos totais.
qstr_Your_goods_are_of_ex|Seus produtos foram de excelente qualidade esta semana.
qstr_You_have_low_costs_f|Você tem baixos preços para vender mercadorias no mercado.
qstr_The_Guild_assigned_a|A Guilda designou um trabalhador livre, um aprendiz, para você.
qstr_{s1}|{s1}
qstr_{reg0}|{reg0}
qstr_{reg2}_{reg1}|{reg2}, {reg1}
qstr_prepare_to_volley|preparar para salva de armas
qstr_end_volley|finalizar salva de armas
qstr_Everyone|Todos
qstr_ranks|fileiras
qstr_shield_wall|parede de escudo
qstr_wedge|cunha
qstr_square|quadrado
qstr_up|cima
qstr_Not_enough_troops_in|Não há tropas suficientes na categoria {s2} para formar {s1}, mas mantendo posição.
qstr_infantry|infantaria
qstr_archer|arqueiros
qstr_cavalry|cavalaria
qstr_polearm|arma de haste
qstr_skirmisher|escaramuça
qstr_mounted_archer|arqueiro montado
qstr_support|apoio
qstr_bodyguard|guarda-costa
qstr_undetermined_type_of|tipo indeterminado de
qstr_Division_{reg0}:_inf|Divisão {reg0}: formação de infantaria desfeita.
qstr_Division_{reg0}:_arc|Divisão {reg0}: Formação de arqueiros desfeita.
qstr_Division_{reg0}:_ski|Divisão {reg0}: Formação de escaramuçadores desfeita.
qstr_Division_{reg0}:_cav|Divisão {reg0}: Formação de cavalaria desfeita.
qstr_Division_{reg0}:_for|Divisão {reg0}: Formação desfeita.
qstr_Cavalry_formation_di|Formação da Cavalaria Desfeita.
qstr_script_battlegroup_g|Código de grupo de batalha obter destino de ataque: equipe de primeiro agente ruim {reg1} divisão {reg2} formação {reg3}
qstr_battlegroup_get_acti|Grupo de batalha obtém alcance de ação: Alcance negativo para time {reg0} divisão {reg1} formação {reg2}
qstr_You_have_been_enlist|Você foi alistado!
qstr_Current_rank:_{s5}|Hierarquia atual: {s5}
qstr_You_have_left_your_c|Você deixou seu comandante!
qstr_You_have_been_grante|Você recebeu licença!
qstr_You_have_rejoined_yo|Você se juntou ao seu comandante!
qstr_{s3}_{s2}|{s3}, {s2}
qstr_The_equipment_of_a_{|O equipamento de um {s1}: {s2} foi atribuído a você.
qstr_The_equipment_of_a_{s|O equipamento de um {s1}: {s2} foi tomado de você.
qstr_You_have_{reg0}_opti|Você tem {reg0} opção(s) restando.
qstr_ERROR__TPE_:_{s1}_ha|ERRO (TPE): {s1} tem um número de escolha inválido @ {reg21}.
qstr_You_will_be_using_yo|Você usará seu próprio equipamento^na próxima luta.
qstr_You_have_no_weapons_|Você não selecionou armas.
qstr_You_re_using_more_th|Você está usando mais de 4 espaços de armas.
qstr_You_currently_have_n|Atualmente você não possui arma corpo a corpo.
qstr_Your_weapon_selectio|Sua seleção de armas é adequada.
qstr_DEBUG__TPE_Weapon_Lo|DEBUG (TPE Weapon Logic): You have {reg1} weapon slots ({reg3} shield) used to support {reg0} weapons.  Melee weapon check: {reg2}
qstr_ERROR__script_tpe_se|ERROR (script tpe set option): Slot #{reg31} has an invalid value of {reg32}.
qstr_You_already_have_thr|Você já possui três opções selecionadas.
qstr_ERROR__TPE_Design_:_|ERROR (TPE Design): An invalid item type (normal weapon) is detected.
qstr_ERROR__TPE_Design_:_A|ERROR (TPE Design): An invalid item type (enhanced weapon) is detected.
qstr_DEBUG__TPE_:_{s1}_is|DEBUG (TPE): {s1} is on team {reg0} and should load at entry {reg1}.
qstr_{s1}_enhanced_horse_|{s1} cavalo aprimorado (+2),
qstr_{s1}_horse__+1_|{s1} cavalo (+1),
qstr_{s1}_enhanced_armor_|{s1} armadura aprimorada (+1),
qstr_{s1}_enhanced_helmet|{s1} elmo aprimorado,
qstr_{s1}_enhanced_boots|{s1} botas aprimoradas,
qstr_{s1}_armor|{s1} armadura,
qstr_{s1}_helmet|{s1} elmo,
qstr_{s1}_boots|{s1} botas,
qstr_{s1}_enhanced_shield|{s1} escudo aprimorado (+1),
qstr_{s1}_shield|{s1} escudo,
qstr_{s1}_enhanced_{s2}_l|{s1} lança {s2} aprimorada (+2),
