itm_no_item|ITEM INVÁLIDO
itm_wooden_shields_end_pl|fim dos Escudo Caraio
itm_steel_shield|Escudo de Aço
itm_steel_shield_pl|Escudo de Aço
itm_shield_steel_gold|Escudo Nobre
itm_shield_steel_gold_pl|Escudo Nobre
itm_shield_steel|Escudo de Aço
itm_shield_steel_pl|Escudo de Aço
itm_securiti_caravan_crusader_shield|Escudo Mithridiano
itm_securiti_caravan_crusader_shield_pl|Escudo Mithridiano
itm_shield_vostoka_a|Escudo Sarranide
itm_shield_vostoka_a_pl|Escudo Sarranide
itm_shield_vostoka_b|Escudo Sarranide
itm_shield_vostoka_b_pl|Escudo Sarranide
itm_shield_vostoka_c|Escudo Sarranide
itm_shield_vostoka_c_pl|Escudo Sarranide
itm_saracin_shield_a|Escudo Sarranide
itm_saracin_shield_a_pl|Escudo Sarranide
itm_saracin_shield_b|Escudo Sarranide
itm_saracin_shield_b_pl|Escudo Sarranide
itm_saracin_shield_c|Escudo Sarranide
itm_saracin_shield_c_pl|Escudo Sarranide
itm_saracin_shield_d|Escudo Sarranide
itm_saracin_shield_d_pl|Escudo Sarranide
itm_saracin_shield_e|Escudo Sarranide
itm_saracin_shield_e_pl|Escudo Sarranide
itm_saracin_shield_f|Escudo Sarranide
itm_saracin_shield_f_pl|Escudo Sarranide
itm_saracin_shield_g|Escudo Sarranide
itm_saracin_shield_g_pl|Escudo Sarranide
itm_saracin_shield_h|Escudo Sarranide
itm_saracin_shield_h_pl|Escudo Sarranide
itm_saracin_shield_k|Escudo Sarranide
itm_saracin_shield_k_pl|Escudo Sarranide
itm_saracin_shield_m|Escudo Sarranide
itm_saracin_shield_m_pl|Escudo Sarranide
itm_saracin_shield_n|Escudo Sarranide
itm_saracin_shield_n_pl|Escudo Sarranide
itm_saracin_shield_l|Escudo Sarranide
itm_saracin_shield_l_pl|Escudo Sarranide
itm_saracin_shield_p|Escudo Sarranide
itm_saracin_shield_p_pl|Escudo Sarranide
itm_saracin_shield_q|Escudo Sarranide
itm_saracin_shield_q_pl|Escudo Sarranide
itm_saracin_shield_r|Escudo Sarranide
itm_saracin_shield_r_pl|Escudo Sarranide
itm_saracin_shield_s|Escudo Sarranide
itm_saracin_shield_s_pl|Escudo Sarranide
itm_saracin_shield_t|Escudo Sarranide
itm_saracin_shield_t_pl|Escudo Sarranide
itm_saracin_shield_y|Escudo Sarranide
itm_saracin_shield_y_pl|Escudo Sarranide
itm_saracin_shield_v|Escudo Sarranide
itm_saracin_shield_v_pl|Escudo Sarranide
itm_saracin_shield_w|Escudo Sarranide
itm_saracin_shield_w_pl|Escudo Sarranide
itm_turguhn_shield_a|Escudo Turguhn
itm_turguhn_shield_a_pl|Escudo Turguhn
itm_turguhn_shield_b|Escudo Turguhn
itm_turguhn_shield_b_pl|Escudo Turguhn
itm_steel_shields_end|fim os Escudos de Aço
itm_steel_shields_end_pl|cabo Desgraça
itm_leather_vest|Jaleco de Couro
itm_leather_vest_pl|Jaleco de Couro
itm_leather_jacket|Jaqueta de Couro
itm_leather_jacket_pl|Jaqueta de Couro
itm_leather_vest_a|Colete de Couro
itm_leather_vest_a_pl|Colete de Couro
itm_steppe_armor|Armadura da Estepe
itm_steppe_armor_pl|Armadura da Estepe
itm_leather_jerkin|Gibão de Couro
itm_leather_jerkin_pl|Gibão de Couro
itm_costumes_leather_end|vestimentas de Couro Cabo
itm_costumes_leather_end_pl|roupa de Couro Fimn
itm_dress|Vestido
itm_dress_pl|Vestido
itm_peasant_dress|Vestido de Camponês
itm_peasant_dress_pl|Vestido de Camponês
itm_woolen_dress|Vestido de Lã
itm_woolen_dress_pl|Vestido de Lã
itm_coarse_tunic|Túnica Grossa
itm_coarse_tunic_pl|Túnica Grossa
itm_priest_1|Hábito de Monge
itm_priest_1_pl|Hábito de Monge
itm_priest_2|Hábito de Padre
itm_priest_2_pl|Hábito de Padre
itm_suit1|Traje
itm_suit1_pl|Traje
itm_suit4|Traje
itm_suit4_pl|Traje
itm_suit5|Traje
itm_suit5_pl|Traje
itm_costumes_poor_end|fim dos Trajes Pobres
itm_costumes_poor_end_pl|cabo Favela roupa
itm_brown_dress|Vestido Marrom
itm_brown_dress_pl|Vestido Marrom
itm_green_dress|Vestido Verde
itm_green_dress_pl|Vestido Verde
itm_sarranid_common_dress|Vestido Sarranide
itm_sarranid_common_dress_pl|Vestido Sarranide
itm_sarranid_common_dress_b|Vestido Sarranide
itm_sarranid_common_dress_b_pl|Vestido Sarranide
itm_linen_tunic|Túnica de Linho
itm_linen_tunic_pl|Túnica de Linho
itm_tabard|Tabardo
itm_tabard_pl|Tabardo
itm_sarranid_cloth_robe|Túnica Desgastada
itm_sarranid_cloth_robe_pl|Túnica Desgastada
itm_sarranid_cloth_robe_b|Túnica Desgastada
itm_sarranid_cloth_robe_b_pl|Túnica Desgastada
itm_armor_8|Túnica
itm_armor_8_pl|Túnica
itm_armor_9|Túnica
itm_armor_9_pl|Túnica
itm_tavern_keep_shirt|Camisa de Taverneiro
itm_tavern_keep_shirt_pl|Camisa de Taverneiro
itm_costumes_average_end|média de Trajes end
itm_costumes_average_end_pl|média de Trajes end
itm_blue_dress|Vestido Azul
itm_blue_dress_pl|Vestido Azul
itm_lady_dress_green|Vestido de Dama
itm_lady_dress_green_pl|Vestido de Dama
itm_khergit_lady_dress|Vestido de Dama Khergita
itm_khergit_lady_dress_pl|Vestido de Dama Khergita
itm_khergit_lady_dress_b|Vestido de Dama Khergita
itm_khergit_lady_dress_b_pl|Vestido de Dama Khergita
itm_sarranid_lady_dress|Vestido de Dama Sarranide
itm_sarranid_lady_dress_pl|Vestido de Dama Sarranide
itm_sarranid_lady_dress_b|Vestido de Dama Sarranide
itm_sarranid_lady_dress_b_pl|Vestido de Dama Sarranide
itm_nobleman_outfit|Traje de nobre
itm_nobleman_outfit_pl|Traje de nobre
itm_short_tunic|Túnica elegante
itm_short_tunic_pl|Túnica elegante
itm_sarranid_cavalry_robe|Roupão de Cavalaria
itm_sarranid_cavalry_robe_pl|Roupão de Cavalaria
itm_suit3|Traje
itm_suit3_pl|Traje
itm_suit7|Traje
itm_suit7_pl|Traje
itm_nobleman_outfit_charles|Roupa de Nobre
itm_nobleman_outfit_charles_pl|Roupa de Nobre
itm_nobleman_outfit_anglais|Roupa de Nobre
itm_nobleman_outfit_anglais_pl|Roupa de Nobre
itm_new_noble_tunic_a|Roupa de Mestre da Guilda
itm_new_noble_tunic_a_pl|Roupa de Mestre da Guilda
itm_new_noble_tunic_b|Roupa de Mestre da Guilda
itm_new_noble_tunic_b_pl|Roupa de Mestre da Guilda
itm_nobleman_outfit_a|Trajes Nobres
itm_nobleman_outfit_a_pl|Trajes Nobres
itm_nobleman_outfit_b|Trajes Nobres
itm_nobleman_outfit_b_pl|Trajes Nobres
itm_costumes_rich_end|trajes ricos end
itm_costumes_rich_end_pl|trajes ricos end
itm_lady_dress_blue|Vestido de Dama
itm_lady_dress_blue_pl|Vestido de Dama
itm_lady_dress_ruby|Vestido de Dama
itm_lady_dress_ruby_pl|Vestido de Dama
itm_courtly_outfit|Traje de Corte
itm_courtly_outfit_pl|Traje de Corte
itm_costumes_very_rich_end|costumes Very rich end
itm_costumes_very_rich_end_pl|costumes Very rich end
itm_black_dress|Vestido Azul
itm_black_dress_pl|Vestido Azul
itm_red_dress|Vestido Vermelho
itm_red_dress_pl|Vestido Vermelho
itm_court_dress|Vestimenta de Cortejo
itm_court_dress_pl|Vestimenta de Cortejo
itm_costumes_extreme_rich_end|costumes extreme rich end
itm_costumes_extreme_rich_end_pl|costumes extreme rich end
itm_gambeson_native|Jaquetão
itm_gambeson_native_pl|Jaquetão
itm_armorcrossbowman_a|Traje Renascentista
itm_armorcrossbowman_a_pl|Traje Renascentista
itm_armorcrossbowman_ab|Traje Renascentista
itm_armorcrossbowman_ab_pl|Traje Renascentista
itm_armorcrossbowman_b|Traje Renascentista
itm_armorcrossbowman_b_pl|Traje Renascentista
itm_armorcrossbowman_bb|Traje Renascentista
itm_armorcrossbowman_bb_pl|Traje Renascentista
itm_armorhandgunner_a|Traje Renascentista
itm_armorhandgunner_a_pl|Traje Renascentista
itm_armorhandgunner_ab|Traje Renascentista
itm_armorhandgunner_ab_pl|Traje Renascentista
itm_armorhandgunner_c|Traje Renascentista
itm_armorhandgunner_c_pl|Traje Renascentista
itm_armorhandgunner_cb|Traje Renascentista
itm_armorhandgunner_cb_pl|Traje Renascentista
itm_armormarksman_a|Traje Renascentista
itm_armormarksman_a_pl|Traje Renascentista
itm_armormarksman_ab|Traje Renascentista
itm_armormarksman_ab_pl|Traje Renascentista
itm_armormarksman_c|Traje Renascentista
itm_armormarksman_c_pl|Traje Renascentista
itm_armormarksman_cb|Traje Renascentista
itm_armormarksman_cb_pl|Traje Renascentista
itm_armorshooter_a|Traje Renascentista
itm_armorshooter_a_pl|Traje Renascentista
itm_armorshooter_ab|Traje Renascentista
itm_armorshooter_ab_pl|Traje Renascentista
itm_armorshooter_b|Traje Renascentista
itm_armorshooter_b_pl|Traje Renascentista
itm_armorshooter_c|Traje Renascentista
itm_armorshooter_c_pl|Traje Renascentista
itm_armorshooter_cb|Traje Renascentista
itm_armorshooter_cb_pl|Traje Renascentista
itm_armorshooter_d|Traje Renascentista
itm_armorshooter_d_pl|Traje Renascentista
itm_armorshooter_db|Traje Renascentista
itm_armorshooter_db_pl|Traje Renascentista
itm_empire_low_armor|Traje Renascentista
itm_empire_low_armor_pl|Traje Renascentista
itm_empire_low_armor_01|Traje Renascentista
itm_empire_low_armor_01_pl|Traje Renascentista
itm_empire_low_armor_02|Traje Renascentista
itm_empire_low_armor_02_pl|Traje Renascentista
itm_empire_low_armor_03|Traje Renascentista
itm_empire_low_armor_03_pl|Traje Renascentista
itm_empire_low_armor_04|Traje Renascentista
itm_empire_low_armor_04_pl|Traje Renascentista
itm_empire_low_armor_05|Traje Renascentista
itm_empire_low_armor_05_pl|Traje Renascentista
itm_empire_low_armor_06|Traje Renascentista
itm_empire_low_armor_06_pl|Traje Renascentista
itm_empire_low_armor_07|Traje Renascentista
itm_empire_low_armor_07_pl|Traje Renascentista
itm_empire_low_armor_08|Traje Renascentista
itm_empire_low_armor_08_pl|Traje Renascentista
itm_empire_low_armor_09|Traje Renascentista
itm_empire_low_armor_09_pl|Traje Renascentista
itm_empire_low_armor_10|Traje Renascentista
itm_empire_low_armor_10_pl|Traje Renascentista
itm_empire_low_armor_11|Traje Renascentista
itm_empire_low_armor_11_pl|Traje Renascentista
itm_empire_low_armor_12|Traje Renascentista
itm_empire_low_armor_12_pl|Traje Renascentista
itm_blue_gambeson|Jaquetão Azul
itm_blue_gambeson_pl|Jaquetão Azul
itm_red_gambeson|Jaquetão Vermelho
itm_red_gambeson_pl|Jaquetão Vermelho
itm_padded_cloth|Tecido Acolchoado
itm_padded_cloth_pl|Tecido Acolchoado
itm_aketon_green|Tecido Acolchoado
itm_aketon_green_pl|Tecido Acolchoado
itm_archers_vest|Colete Acolchoado de Arqueiro
itm_archers_vest_pl|Colete Acolchoado de Arqueiro
itm_armor_6|Túnica
itm_armor_6_pl|Túnica
itm_armor_7|Túnica
itm_armor_7_pl|Túnica
itm_gambesons_end|gambesons end
itm_gambesons_end_pl|gambesons end
itm_leather_armor|Armadura de Couro
itm_leather_armor_pl|Armadura de Couro
itm_padded_leather|Couro Acolchoado
itm_padded_leather_pl|Couro Acolchoado
itm_sarranid_leather_armor|Armadura de Couro Sarranide
itm_sarranid_leather_armor_pl|Armadura de Couro Sarranide
itm_armor_1|Armadura Khergita
itm_armor_1_pl|Armadura Khergita
itm_armor_2|Armadura Khergita
itm_armor_2_pl|Armadura Khergita
itm_armor_3|Armadura de Couro Acolchoada
itm_armor_3_pl|Armadura de Couro Acolchoada
itm_armor_4|Armadura de Couro Acolchoada
itm_armor_4_pl|Armadura de Couro Acolchoada
itm_armor_5|Armadura de Couro Acolchoada
itm_armor_5_pl|Armadura de Couro Acolchoada
itm_armor_12|Armadura Agônica
itm_armor_12_pl|Armadura Agônica
itm_armor_15|Armadura Agônica
itm_armor_15_pl|Armadura Agônica
itm_armor_16|Armadura Agônica
itm_armor_16_pl|Armadura Agônica
itm_armor_17|Armadura Khergita
itm_armor_17_pl|Armadura Khergita
itm_armor_20|Túnica Branca
itm_armor_20_pl|Túnica Branca
itm_armor_21|Túnica Marrom
itm_armor_21_pl|Túnica Marrom
itm_armor_26|Armadura de Arqueiro
itm_armor_26_pl|Armadura de Arqueiro
itm_armor_27|Armadura de Arqueiro
itm_armor_27_pl|Armadura de Arqueiro
itm_armor_28|Armadura de Cavaleiro
itm_armor_28_pl|Armadura de Cavaleiro
itm_armor_31|Aketon
itm_armor_31_pl|Aketon
itm_armor_32|Aketon
itm_armor_32_pl|Aketon
itm_armor_33|Aketon
itm_armor_33_pl|Aketon
itm_armor_36|Armadura de Escudeiro
itm_armor_36_pl|Armadura de Escudeiro
itm_armor_37|Armadura de Escudeiro
itm_armor_37_pl|Armadura de Escudeiro
itm_armor_38|Armadura de Escudeiro
itm_armor_38_pl|Armadura de Escudeiro
itm_armor_39|Armadura de Escudeiro
itm_armor_39_pl|Armadura de Escudeiro
itm_armor_40|Armadura de Escudeiro
itm_armor_40_pl|Armadura de Escudeiro
itm_armor_41|Armadura de Escudeiro
itm_armor_41_pl|Armadura de Escudeiro
itm_armor_42|Armadura de Escudeiro
itm_armor_42_pl|Armadura de Escudeiro
itm_armor_43|Armadura de Escudeiro
itm_armor_43_pl|Armadura de Escudeiro
itm_armor_44|Armadura de Cavaleiro
itm_armor_44_pl|Armadura de Cavaleiro
itm_armor_45|Armadura Khergita
itm_armor_45_pl|Armadura Khergita
itm_armor_46|Armadura Khergita
itm_armor_46_pl|Armadura Khergita
itm_armor_47|Armadura de Monge Guerreiro
itm_armor_47_pl|Armadura de Monge Guerreiro
itm_armor_49|Armadura de Monge Guerreiro
itm_armor_49_pl|Armadura de Monge Guerreiro
itm_armor_70|Malha Heráldica com sobretudo
itm_armor_70_pl|Malha Heráldica com sobretudo
itm_armor_71|Malha Heráldica com sobretudo
itm_armor_71_pl|Malha Heráldica com sobretudo
itm_armor_72|Malha Heráldica com sobretudo
itm_armor_72_pl|Malha Heráldica com sobretudo
itm_armor_73|Malha Heráldica com sobretudo
itm_armor_73_pl|Malha Heráldica com sobretudo
itm_armor_83|Armadura Heráldica
itm_armor_83_pl|Armadura Heráldica
itm_black_lamellar_leather|Colete de Couro Lamelar Preto
itm_black_lamellar_leather_pl|Colete de Couro Lamelar Preto
itm_black_lamellar_vest|Colete Lamelar Preto
itm_black_lamellar_vest_pl|Colete Lamelar Preto
itm_black_light_lamellar|Lamelar Leve Preto
itm_black_light_lamellar_pl|Lamelar Leve Preto
itm_brass_byrnie|Loriga de Bronze
itm_brass_byrnie_pl|Loriga de Bronze
itm_brass_haubergeon|Loriga de Bronze
itm_brass_haubergeon_pl|Loriga de Bronze
itm_brass_lamellar_vest|Colete Hauberk Lamelar
itm_brass_lamellar_vest_pl|Colete Hauberk Lamelar
itm_brass_mamluk_armor|Armadura Mameluca Hauberk
itm_brass_mamluk_armor_pl|Armadura Mameluca Hauberk
itm_coat_of_plates_steel|Casaco de Placas de Aço
itm_coat_of_plates_steel_pl|Casaco de Placas de Aço
itm_heavy_lamellar_armor|Armadura Lamelar Pesada
itm_heavy_lamellar_armor_pl|Armadura Lamelar Pesada
itm_lamellar_armor_f|Armadura Lamelar
itm_lamellar_armor_f_pl|Armadura Lamelar
itm_leather_armor_padded1|Armadura de Couro Acolchoada
itm_leather_armor_padded1_pl|Armadura de Couro Acolchoada
itm_light_lamellar|Lamelar Leve
itm_light_lamellar_pl|Lamelar Leve
itm_sarranid_studded_leather|Couro Cravejado Sarranide
itm_sarranid_studded_leather_pl|Couro Cravejado Sarranide
itm_peasant_man_f2|Armadura de Arqueiro
itm_peasant_man_f2_pl|Armadura de Arqueiro
itm_gambeson|Jaquetão
itm_gambeson_pl|Jaquetão
itm_leather_guardsman|Armadura de Couro Zendariana
itm_leather_guardsman_pl|Armadura de Couro Zendariana
itm_leather_swordsman|Armadura de Couro Zendariana
itm_leather_swordsman_pl|Armadura de Couro Zendariana
itm_leather_swordsman_2|Armadura de Couro Zendariana
itm_leather_swordsman_2_pl|Armadura de Couro Zendariana
itm_novici_jerusalem|Armadura de Novato
itm_novici_jerusalem_pl|Armadura de Novato
itm_novici_templar|Armadura de Templário Novato
itm_novici_templar_pl|Templar Armadura de Templário Novato
itm_archer_templar_armor_a|Armadura de Arqueiro Templário
itm_archer_templar_armor_a_pl|Armadura de Arqueiro Templário
itm_archer_jerusalem_armor_a|Armadura de Arqueiro Cruzado
itm_archer_jerusalem_armor_a_pl|Armadura de Arqueiro Cruzado
itm_archer_jerusalem_armor_b|Armadura de Arqueiro Mithridiano
itm_archer_jerusalem_armor_b_pl|Armadura de Arqueiro Mithridiano
itm_arabian_light_armor_a|Armadura Leve Sarranide
itm_arabian_light_armor_a_pl|Armadura Leve Sarranide
itm_arabian_light_armor_b|Armadura Leve Sarranide
itm_arabian_light_armor_b_pl|Armadura Leve Sarranide
itm_arabian_light_armor_c|Armadura Leve Sarranide
itm_arabian_light_armor_c_pl|Armadura Leve Sarranide
itm_arabian_light_armor_d|Armadura Leve Sarranide
itm_arabian_light_armor_d_pl|Armadura Leve Sarranide
itm_aketon|Tecido Acolchoado Branco
itm_aketon_pl|Tecido Acolchoado Branco
itm_brigandine_green|Brigantina
itm_brigandine_green_pl|Brigantina
itm_brigandine_red|Brigantina
itm_brigandine_red_pl|Brigantina
itm_brigandine_blue|Brigantina
itm_brigandine_blue_pl|Brigantina
itm_turguhn_torso|Torso Turguhn
itm_turguhn_torso_pl|Torso Turguhn
itm_leather_armour_end|leather Armour end
itm_leather_armour_end_pl|leather Armour end
itm_court_hat|Barbeta
itm_court_hat_pl|Barbeta
itm_helmet_shooter_cb_01|Chapéu Emplumado
itm_helmet_shooter_cb_01_pl|Chapéu Emplumado
itm_helmet_shooter_c_01|Chapéu Emplumado
itm_helmet_shooter_c_01_pl|Chapéu Emplumado
itm_helmet_shooter_d|Chapéu Emplumado
itm_helmet_shooter_d_pl|Chapéu Emplumado
itm_helmet_hunter_a1_01|Elmo Emplumado
itm_helmet_hunter_a1_01_pl|Elmo Emplumado
itm_helmet_hunter_b_01|Chapéu de Couro
itm_helmet_hunter_b_01_pl|Chapéu de Couro
itm_helmet_hunter_c_01|Chapéu de Peles
itm_helmet_hunter_c_01_pl|Chapéu de Peles
itm_helmet_hunter_d_01|Chapéu Emplumado
itm_helmet_hunter_d_01_pl|Chapéu Emplumado
itm_helmet_hunter_e1_01|Chapéu Achatado
itm_helmet_hunter_e1_01_pl|Chapéu Achatado
itm_helmet_hunter_f_01|Chapéu
itm_helmet_hunter_f_01_pl|Chapéu
itm_helmet_marksman_ab_01|Chapéu Emplumado
itm_helmet_marksman_ab_01_pl|Chapéu Emplumado
itm_helmet_marksman_a_01|Chapéu Emplumado
itm_helmet_marksman_a_01_pl|Chapéu Emplumado
itm_helmet_crossbowman_a|Elmo Emplumado
itm_helmet_crossbowman_a_pl|Elmo Emplumado
itm_helmet_crossbowman_ab|Elmo Emplumado
itm_helmet_crossbowman_ab_pl|Elmo Emplumado
itm_helmet_crossbowman_c_01|Elmo Emplumado
itm_helmet_crossbowman_c_01_pl|Elmo Emplumado
itm_helmet_crossbowman_cb_01|Elmo Emplumado
itm_helmet_crossbowman_cb_01_pl|Elmo Emplumado
itm_helmet_a1_01|Chapéu Emplumado
itm_helmet_a1_01_pl|Chapéu Emplumado
itm_helmet_a1_01_white|Chapéu Emplumado
itm_helmet_a1_01_white_pl|Chapéu Emplumado
itm_helmet_a2_01|Coifa
itm_helmet_a2_01_pl|Coifa
itm_helmet_a2_01_white|Coifa
itm_helmet_a2_01_white_pl|Coifa
itm_helmet_a3_01|Chapéu Emplumado
itm_helmet_a3_01_pl|Chapéu Emplumado
itm_helmet_a3_01_white|Chapéu Emplumado
itm_helmet_a3_01_white_pl|Chapéu Emplumado
itm_helmet_a4_01|Chapéu Emplumado
itm_helmet_a4_01_pl|Chapéu Emplumado
itm_helmet_a4_01_white|Chapéu Emplumado
itm_helmet_a4_01_white_pl|Chapéu Emplumado
itm_wimple_a|Touca
itm_wimple_a_pl|Touca
itm_wimple_with_veil|Touca com Véu
itm_wimple_with_veil_pl|Touca com Véu
itm_common_hood|Capuz
itm_common_hood_pl|Capuz
itm_hood_b|Capuz
itm_hood_b_pl|Capuz
itm_hood_c|Capuz
itm_hood_c_pl|Capuz
itm_hood_d|Capuz
itm_hood_d_pl|Capuz
itm_headcloth|Bandana
itm_headcloth_pl|Bandana
itm_woolen_hood|Capuz de Lã
itm_woolen_hood_pl|Capuz de Lã
itm_arming_cap|Crespina
itm_arming_cap_pl|Crespina
itm_padded_coif|Coifa Acolchoada
itm_padded_coif_pl|Coifa Acolchoada
itm_woolen_cap|Gorro de Lã
itm_woolen_cap_pl|Gorro de Lã
itm_leather_cap|Gorro de Couro
itm_leather_cap_pl|Gorro de Couro
itm_female_hood|Capuz de Dama
itm_female_hood_pl|Capuz de Dama
itm_Boina1|Boina
itm_Boina1_pl|Boina
itm_Boina2|Boina
itm_Boina2_pl|Boina
itm_Boina3|Boina
itm_Boina3_pl|Boina
itm_Boina4|Boina
itm_Boina4_pl|Boina
itm_Boina5|Boina
itm_Boina5_pl|Boina
itm_Boina6|Boina
itm_Boina6_pl|Boina
itm_Boina7|Boina
itm_Boina7_pl|Boina
itm_Boina8|Boina
itm_Boina8_pl|Boina
itm_Boina9|Boina
itm_Boina9_pl|Boina
itm_blackhat1|Chapéu Preto
itm_blackhat1_pl|Chapéu Preto
itm_blackhat2|Chapéu Preto
itm_blackhat2_pl|Chapéu Preto
itm_blackhat3|Chapéu Preto
itm_blackhat3_pl|Chapéu Preto
itm_bluefeatherhat1|Chapéu Azul com Penas
itm_bluefeatherhat1_pl|Chapéu Azul com Penas
itm_bluehat1|Chapéu Azul
itm_bluehat1_pl|Chapéu Azul
itm_bluehat2|Chapéu Azul
itm_bluehat2_pl|Chapéu Azul
itm_bluehat3|Chapéu Azul
itm_bluehat3_pl|Chapéu Azul
itm_brownhat1|Chapéu Marrom
itm_brownhat1_pl|Chapéu Marrom
itm_brownhat2|Chapéu Marrom
itm_brownhat2_pl|Chapéu Marrom
itm_greenhat1|Chapéu Verde
itm_greenhat1_pl|Chapéu Verde
itm_greenhat2|Chapéu Verde
itm_greenhat2_pl|Chapéu Verde
itm_greenhat3|Chapéu Verde
itm_greenhat3_pl|Chapéu Verde
itm_coif_b|Coifa de Monge
itm_coif_b_pl|Coifa de Monge
itm_coif_a|Coifa Medieval
itm_coif_a_pl|Coifa Medieval
itm_other_helmets_end|other helmets end
itm_other_helmets_end_pl|other helmets end
itm_leather_gloves|Luvas de Couro
itm_leather_gloves_pl|Luvas de Couro
itm_sandals|Sandálias
itm_sandals_pl|Sandálias
itm_bear_paw_shoes|Sapato Pata de Urso
itm_bear_paw_shoes_pl|Sapato Pata de Urso
itm_blackcavboots|Botas de Cavalaria Pretas
itm_blackcavboots_pl|Botas de Cavalaria Pretas
itm_blackinfboots|Botas de Infantaria Pretas
itm_blackinfboots_pl|Botas de Infantaria Pretas
itm_blackinfboots_frilly|Botas de Infantaria Pretas
itm_blackinfboots_frilly_pl|Botas de Infantaria Pretas
itm_browncavboots|Botas de Cavalaria Marrons
itm_browncavboots_pl|Botas de Cavalaria Marrons
itm_browninfboots|Botas de Infantaria Marrons
itm_browninfboots_pl|Botas de Infantaria Marrons
itm_sockshoes1|Sapatos
itm_sockshoes1_pl|Sapatos
itm_yellowboots|Botas Amarelas
itm_yellowboots_pl|Botas Amarelas
itm_yellowcavboots|Botas de Cavalaria Amarelas
itm_yellowcavboots_pl|Botas de Cavalaria Amarelas
itm_yellowinfboots|Botas de Infantaria Amarelas
itm_yellowinfboots_pl|Botas de Infantaria Amarelas
itm_yellowinfboots_frilly|Botas de Infantaria Amarelas
itm_yellowinfboots_frilly_pl|Botas de Infantaria Amarelas
itm_narf_hose|Calças
itm_narf_hose_pl|Calças
itm_hose_kneecops_green|Calças Verdes
itm_hose_kneecops_green_pl|Calças Verdes
itm_hose_kneecops_red|Calças Vermelhas
itm_hose_kneecops_red_pl|Calças Vermelhas
itm_armor_boots_empire_infantry_a_black_01|Botas Renascentistas
itm_armor_boots_empire_infantry_a_black_01_pl|Botas Renascentistas
itm_armor_boots_empire_infantry_a_brown_01|Botas Renascentistas
itm_armor_boots_empire_infantry_a_brown_01_pl|Botas Renascentistas
itm_armor_boots_empire_infantry_b_black_01|Botas Renascentistas
itm_armor_boots_empire_infantry_b_black_01_pl|Botas Renascentistas
itm_armor_boots_empire_infantry_b_brown_01|Botas Renascentistas
itm_armor_boots_empire_infantry_b_brown_01_pl|Botas Renascentistas
itm_armor_boots_empire_infantry_c_brown_01|Botas Renascentistas
itm_armor_boots_empire_infantry_c_brown_01_pl|Botas Renascentistas
itm_armor_boots_empire_shooters_a_01|Botas Renascentistas
itm_armor_boots_empire_shooters_a_01_pl|Botas Renascentistas
itm_armor_boots_empire_shooters_b_01|Botas Renascentistas
itm_armor_boots_empire_shooters_b_01_pl|Botas Renascentistas
itm_armor_boots_empire_shooters_c_01|Botas Renascentistas
itm_armor_boots_empire_shooters_c_01_pl|Botas Renascentistas
itm_armor_boots_empire_shooters_d_01|Botas Renascentistas
itm_armor_boots_empire_shooters_d_01_pl|Botas Renascentistas
itm_armor_boots_empire_shooters_e_01|Botas Renascentistas
itm_armor_boots_empire_shooters_e_01_pl|Botas Renascentistas
itm_armor_boots_empire_shooters_f_01|Botas Renascentistas
itm_armor_boots_empire_shooters_f_01_pl|Botas Renascentistas
itm_armor_boots_empire_shooters_g_01|Botas Renascentistas
itm_armor_boots_empire_shooters_g_01_pl|Botas Renascentistas
itm_armor_boots_empire_shooters_h_01|Botas Renascentistas
itm_armor_boots_empire_shooters_h_01_pl|Botas Renascentistas
itm_other_leather_end|other Leather end
itm_other_leather_end_pl|other Leather end
itm_wooden_stick|Clube de Madeira Bruta
itm_wooden_stick_pl|Clube de Madeira Bruta
itm_sickle|Foice
itm_sickle_pl|Foice
itm_cleaver|Cutelo Esfolador
itm_cleaver_pl|Cutelo Esfolador
itm_knife|Faca
itm_knife_pl|Faca
itm_butchering_knife|Faca de Açougueiro
itm_butchering_knife_pl|Faca de Açougueiro
itm_dagger|Adaga
itm_dagger_pl|Adaga
itm_two_handed_cleaver|Cutelo de Guerra
itm_two_handed_cleaver_pl|Cutelo de Guerra
itm_military_cleaver_b|Cutelo de Soldado
itm_military_cleaver_b_pl|Cutelo de Soldado
itm_military_cleaver_c|Cutelo Militar
itm_military_cleaver_c_pl|Cutelo Militar
itm_military_sickle_a|Foice Militar
itm_military_sickle_a_pl|Foice Militar
itm_darts|Dardos
itm_darts_pl|Dardos
itm_war_darts|Dardos de Guerra
itm_war_darts_pl|Dardos de Guerra
itm_javelin|Javelin
itm_javelin_pl|Javelin
itm_javelin_melee|Javelin
itm_javelin_melee_pl|Javelin
itm_throwing_spears|Lanças de Arremesso
itm_throwing_spears_pl|Lanças de Arremesso
itm_throwing_spear_melee|Lanças
itm_throwing_spear_melee_pl|Lanças
itm_jarid|Jarid
itm_jarid_pl|Jarid
itm_jarid_melee|Djerid
itm_jarid_melee_pl|Djerid
itm_stones|Pedras
itm_stones_pl|Pedras
itm_throwing_knives|Facas de Arremesso
itm_throwing_knives_pl|Facas de Arremesso
itm_throwing_daggers|Adagas de Arremesso
itm_throwing_daggers_pl|Adagas de Arremesso
itm_light_throwing_axes|Machados Leves de Arremesso
itm_light_throwing_axes_pl|Machados Leves de Arremesso
itm_light_throwing_axes_melee|Machados Leves de Arremesso
